	Virulent	Temperate
M2064_k119_101938_flag=1_multi=64.9935_len=196223_fragment_3	0.0125	0.9875
M2047_k119_161664_flag=0_multi=79.0525_len=108680	0.0625	0.9375
H4015_k119_127258_flag=0_multi=287.0000_len=35733	0.872793347	0.127206653
C3015_k119_41686_flag=0_multi=30.6948_len=53738	0.1875	0.8125
H4013_k119_122815_flag=0_multi=32.9808_len=33426	0	1
M2060_k119_82478_flag=1_multi=13.9606_len=28816	0.2375	0.7625
C3023_k119_66906_flag=1_multi=72.0000_len=40229	0.8375	0.1625
H4030_k119_73147_flag=0_multi=45.5244_len=92085_fragment_1	0.8875	0.1125
H4027_k119_104203_flag=0_multi=25.9770_len=21897	0.927207738	0.072792262
C3015_k119_78814_flag=1_multi=15.0000_len=23216	0.978978554	0.021021446
P6016_k119_48867_flag=1_multi=82.0000_len=12912	0.932011278	0.067988722
H4004_k119_32622_flag=0_multi=17.9755_len=27781	0.95	0.05
C3028_k119_59850_flag=0_multi=12.9933_len=35798	0.5875	0.4125
M2084_k119_25014_flag=0_multi=38.0422_len=65164_fragment_1	0.8	0.2
P6028_k119_53434_flag=0_multi=15.1721_len=26358	0	1
M2014_k119_74150_flag=1_multi=17.0000_len=40451	0.1625	0.8375
C3008_k119_30541_flag=1_multi=21.0000_len=28011	0.979571356	0.020428644
H4015_k119_29926_flag=0_multi=45.9760_len=37628	0.0375	0.9625
P6038_k119_26854_flag=0_multi=157.0869_len=38786	0.0125	0.9875
M2064_k119_136417_flag=0_multi=2343.8871_len=42243	0.825	0.175
C3021_k119_146236_flag=1_multi=20.9887_len=35674	0.8625	0.1375
P6010_k119_71997_flag=1_multi=26.0000_len=20775	0.811878202	0.188121798
C3032_k119_195516_flag=1_multi=16.0000_len=20329	0.811878202	0.188121798
C3008_k119_102744_flag=0_multi=42.9703_len=79181_fragment_1	0.0625	0.9375
P6010_k119_30341_flag=0_multi=136.7369_len=20796	0.662720264	0.337279736
P6033_k119_50649_flag=0_multi=65.9501_len=26154	0.970691913	0.029308087
H4009_k119_164170_flag=3_multi=14.0029_len=4938	0.811878202	0.188121798
M2039_k119_30735_flag=1_multi=38.0000_len=30602	0.0125	0.9875
C3001_k119_21_flag=0_multi=32.9341_len=21496	0.945154185	0.054845815
C3005_k119_2355_flag=0_multi=107.9456_len=39471	0.85	0.15
M2064_k119_300712_flag=1_multi=15.0000_len=5380	0.811878202	0.188121798
M2061_k119_129761_flag=1_multi=31.0000_len=25005_fragment_1	0.827887264	0.172112736
H4006_k119_137856_flag=1_multi=37.9734_len=18709	0.847064555	0.152935445
C3027_k119_27829_flag=1_multi=11.0000_len=6381	0.811878202	0.188121798
C3032_k119_170495_flag=1_multi=20.9888_len=37562	0.0375	0.9625
M2069_k119_108788_flag=0_multi=195.5184_len=65959	0.025	0.975
C3001_k119_108720_flag=3_multi=344.0559_len=6271	0.811878202	0.188121798
H4012_k119_14772_flag=1_multi=73.0000_len=55161	0.1875	0.8125
C3023_k119_638_flag=1_multi=345.0000_len=74365	1	0
P6037_k119_98574_flag=1_multi=448.8225_len=43970	0.9875	0.0125
C3005_k119_190148_flag=0_multi=162.9876_len=39252	0.9875	0.0125
M2072_k119_61213_flag=1_multi=152.0000_len=6064	0.811878202	0.188121798
M2021_k119_15083_flag=0_multi=19.9903_len=39212	0.0125	0.9875
M2047_k119_23034_flag=0_multi=86.3966_len=18245	0.1625	0.8375
C3032_k119_122456_flag=0_multi=321.7729_len=38935	0.95	0.05
P6013_k119_88692_flag=3_multi=87.0020_len=43877	0.656791014	0.343208986
M2072_k119_157346_flag=1_multi=576.0000_len=50957	0.9125	0.0875
P6033_k119_123156_flag=1_multi=15.0000_len=37627	0.811878202	0.188121798
M2068_k119_78433_flag=0_multi=183.9718_len=129961_fragment_1	0.0875	0.9125
C3032_k119_96023_flag=0_multi=939.9450_len=207346_fragment_1	0.0375	0.9625
M2069_k119_53946_flag=1_multi=16.0000_len=5160	0.811878202	0.188121798
C3032_k119_111040_flag=3_multi=962.0000_len=41854	0.025	0.975
C3002_k119_24347_flag=0_multi=223.6109_len=88326_fragment_1	0	1
E5009_k119_99874_flag=1_multi=16.0000_len=19566	0.025	0.975
M2064_k119_205749_flag=0_multi=37.0000_len=35646	0.1125	0.8875
M2069_k119_7237_flag=1_multi=8.0000_len=4510	0.811878202	0.188121798
C3005_k119_113754_flag=1_multi=19.0000_len=6845	0.811878202	0.188121798
H4040_k119_81612_flag=0_multi=16.9732_len=24035	0.930951615	0.069048385
C3010_k119_92792_flag=1_multi=19.0000_len=16880	0.846569832	0.153430168
C3016_k119_117022_flag=1_multi=21.0000_len=43651	0.025	0.975
H4020_k119_84719_flag=1_multi=23.0000_len=30880	0.05	0.95
M2039_k119_12688_flag=3_multi=55.0000_len=59186	0	1
M2064_k119_280683_flag=0_multi=38.4237_len=20004	0.881566659	0.118433341
M2041_k119_72243_flag=0_multi=92.0000_len=48122_fragment_1	0.05	0.95
H4004_k119_50895_flag=0_multi=113.9714_len=158089_fragment_2	0.8625	0.1375
H4045_k119_4256_flag=3_multi=2378.0000_len=150949	0.992566079	0.007433921
M2025_k119_35155_flag=1_multi=15.0000_len=35693	0.1375	0.8625
H4009_k119_61212_flag=0_multi=46.8627_len=10289	0.935076148	0.064923852
P6010_k119_54039_flag=0_multi=382.0330_len=48783	0.899446177	0.100553823
M2075_k119_7457_flag=0_multi=31.9611_len=29926	0.947490788	0.052509212
C3001_k119_1492_flag=0_multi=47.9645_len=26601	0.972522026	0.027477974
H4045_k119_196247_flag=1_multi=28.0000_len=28921	0.823023446	0.176976554
C3035_k119_16718_flag=0_multi=123.9589_len=152801_fragment_1	0.8	0.2
E5022_k119_37432_flag=1_multi=22.9709_len=40245	0.7625	0.2375
M2064_k119_216903_flag=1_multi=171.7179_len=24365	0.803591299	0.196408701
M2042_k119_154260_flag=1_multi=27.9753_len=43817	0.9875	0.0125
M2014_k119_133949_flag=1_multi=25.0000_len=26329	0.999505277	0.000494723
H4016_k119_36878_flag=1_multi=47.0000_len=5460	0.947742291	0.052257709
E5001_k119_19116_flag=0_multi=58.9540_len=25341	0.0625	0.9375
H4015_k119_65332_flag=0_multi=232.9116_len=52636_fragment_1	0	1
P6014_k119_153792_flag=3_multi=232.0015_len=156193	1	0
M2069_k119_200545_flag=1_multi=217.0000_len=90774	0	1
H4008_k119_130797_flag=0_multi=84.8330_len=44973_fragment_1	0	1
H4039_k119_169449_flag=3_multi=40.0009_len=44700	0	1
M2039_k119_63614_flag=0_multi=105.8379_len=26029	0.916879429	0.083120571
P6018_k119_90572_flag=1_multi=52.9686_len=33205	0.975	0.025
M2077_k119_42697_flag=0_multi=62.7192_len=59078_fragment_1	0.3125	0.6875
C3015_k119_56908_flag=0_multi=71.9645_len=40119	0.0375	0.9625
M2061_k119_265553_flag=3_multi=110.0024_len=45743	0	1
M2034_k119_52598_flag=1_multi=20.0000_len=21669	0.832246684	0.167753316
M2084_k119_33339_flag=1_multi=46.3924_len=150995_fragment_2	0	1
H4007_k119_6782_flag=0_multi=168.2939_len=93278_fragment_1	0.0625	0.9375
M2048_k119_268416_flag=3_multi=13.0009_len=13837	0.15	0.85
C3017_k119_70990_flag=1_multi=68.0000_len=37149	0	1
M2072_k119_174475_flag=1_multi=24.0000_len=41522	0.95	0.05
M2027_k119_95524_flag=0_multi=16.9945_len=58756	0.6125	0.3875
P6024_k119_20912_flag=0_multi=403.7306_len=59966_fragment_1	0.215088106	0.784911894
C3009_k119_53902_flag=0_multi=43.3018_len=3847	0.811878202	0.188121798
H4017_k119_98815_flag=1_multi=21.2349_len=40190	0.973044612	0.026955388
M2034_k119_236919_flag=1_multi=24.9840_len=30136	0.853558271	0.146441729
P6038_k119_27009_flag=0_multi=59.0795_len=124564_fragment_1	0.0375	0.9625
P6010_k119_156938_flag=0_multi=92.6790_len=22452	0	1
C3028_k119_38900_flag=0_multi=111.6817_len=29636	0	1
M2084_k119_227833_flag=1_multi=16.0000_len=21647	0.925	0.075
M2042_k119_1051_flag=1_multi=14.0000_len=6207	0	1
C3001_k119_78748_flag=0_multi=22.0000_len=28254	0.998642106	0.001357894
H4043_k119_57365_flag=0_multi=27.0000_len=27138	0.0125	0.9875
M2027_k119_10298_flag=0_multi=84.0189_len=101320_fragment_1	0.345786903	0.654213097
H4010_k119_126263_flag=0_multi=41.8936_len=15531	0.79420199	0.20579801
E5013_k119_117343_flag=0_multi=38.9856_len=53077	0.025	0.975
C3001_k119_42211_flag=1_multi=72.2264_len=166266_fragment_1	0.2	0.8
P6005_k119_112939_flag=1_multi=21.0000_len=41844	0.175	0.825
M2077_k119_7567_flag=0_multi=15.9356_len=39489	0.0125	0.9875
C3027_k119_143702_flag=1_multi=40.0000_len=41236	0	1
P6010_k119_157229_flag=0_multi=20.6091_len=23355	0	1
M2034_k119_141178_flag=3_multi=298.0000_len=35289	0.075	0.925
M2083_k119_135497_flag=0_multi=60.9575_len=56628	0.175	0.825
C3002_k119_18607_flag=0_multi=445.7518_len=35983	0.512005277	0.487994723
M2069_k119_59124_flag=0_multi=29.0000_len=36645	0	1
P6014_k119_35067_flag=0_multi=34.0000_len=52300_fragment_1	0.05	0.95
C3021_k119_118489_flag=1_multi=53.7164_len=46868	0.0125	0.9875
C3008_k119_133798_flag=0_multi=33.9786_len=30897	0	1
P6017_k119_133884_flag=1_multi=477.9770_len=41621	0	1
M2075_k119_23616_flag=1_multi=16.5439_len=36634	0.025	0.975
P6016_k119_159783_flag=3_multi=835.0056_len=149680	1	0
H4007_k119_113799_flag=0_multi=92.8699_len=29107	0.8	0.2
M2069_k119_111467_flag=0_multi=55.9234_len=28830	0.960226195	0.039773805
M2075_k119_101407_flag=0_multi=41.7461_len=44394	0.475	0.525
H4008_k119_51772_flag=1_multi=11.0000_len=17077	0.797027778	0.202972222
M2071_k119_26857_flag=0_multi=60.7490_len=4434	0.811878202	0.188121798
H4022_k119_175229_flag=3_multi=296.0536_len=5644	0.916879429	0.083120571
C3005_k119_169507_flag=1_multi=86.1946_len=37831	0.8875	0.1125
M2061_k119_202030_flag=0_multi=22.9665_len=26417_fragment_1	0.934489252	0.065510748
P6012_k119_45497_flag=0_multi=1453.7946_len=145008_fragment_2	0.1	0.9
H4014_k119_1681_flag=0_multi=22.9757_len=36267	0.3125	0.6875
P6017_k119_152126_flag=0_multi=29.9682_len=54161	0.1	0.9
H4008_k119_209476_flag=0_multi=189.9525_len=79629_fragment_1	0.865088106	0.134911894
P6010_k119_176619_flag=1_multi=23.0000_len=18331	0.1	0.9
M2097_k119_45293_flag=0_multi=350.7016_len=29918	0	1
M2079_k119_50622_flag=1_multi=32.9941_len=27071	0.945233079	0.054766921
M2026_k119_86538_flag=3_multi=42.0066_len=6511	0.811878202	0.188121798
M2025_k119_96964_flag=1_multi=28.0000_len=46596	0.175	0.825
H4001_k119_1080_flag=0_multi=132.9132_len=60975_fragment_1	0	1
M2069_k119_74840_flag=0_multi=157.9112_len=35464	0.075	0.925
M2097_k119_25336_flag=1_multi=18.0000_len=32126	0.931779094	0.068220906
C3011_k119_65061_flag=0_multi=510.0324_len=47995	0.4625	0.5375
C3009_k119_32803_flag=0_multi=40.7853_len=25058	0.607544053	0.392455947
P6018_k119_188940_flag=0_multi=68.8284_len=15971	1	0
M2061_k119_2631_flag=1_multi=26.9791_len=24981	0.025	0.975
P6018_k119_22980_flag=1_multi=27.0000_len=56006_fragment_1	0.0625	0.9375
H4020_k119_104857_flag=0_multi=25.4325_len=56275_fragment_2	0.125	0.875
C3011_k119_2943_flag=1_multi=35.6940_len=24014_fragment_1	0.932489859	0.067510141
M2048_k119_240814_flag=1_multi=8.0000_len=3822	0.811878202	0.188121798
C3022_k119_195438_flag=1_multi=28.9811_len=59515_fragment_1	0.0125	0.9875
H4032_k119_115_flag=1_multi=18.1902_len=26826	0.870044053	0.129955947
P6014_k119_120944_flag=0_multi=278.7858_len=52029_fragment_1	0.941690989	0.058309011
M2085_k119_76267_flag=3_multi=77.0000_len=41385	0.0375	0.9625
E5004_k119_45956_flag=0_multi=322.8419_len=43622	0.81098514	0.18901486
C3001_k119_92793_flag=1_multi=35.3263_len=44019	0.6875	0.3125
M2042_k119_378200_flag=3_multi=32.0109_len=3047	0.811878202	0.188121798
P6025_k119_65492_flag=1_multi=47.9519_len=39187	0.846160517	0.153839483
P6017_k119_3473_flag=1_multi=22.0000_len=82217_fragment_1	0	1
M2069_k119_75582_flag=0_multi=22.0000_len=36374	0.9875	0.0125
M2014_k119_109753_flag=1_multi=29.6705_len=55251_fragment_1	0.880066079	0.119933921
M2077_k119_80514_flag=1_multi=897.3979_len=59713_fragment_1	0	1
C3021_k119_64277_flag=1_multi=48.0000_len=78625_fragment_1	0.992566079	0.007433921
H4022_k119_158901_flag=0_multi=155.9547_len=77368_fragment_1	0.8125	0.1875
P6024_k119_94262_flag=0_multi=670.9023_len=274567_fragment_2	0.325	0.675
P6025_k119_126987_flag=1_multi=16.0000_len=15929	0.813795039	0.186204961
H4018_k119_8813_flag=1_multi=14.0000_len=31497	0.0375	0.9625
M2041_k119_17942_flag=1_multi=16.0000_len=22893	0.9875	0.0125
H4009_k119_164169_flag=3_multi=81.0122_len=6770	0.916879429	0.083120571
P6025_k119_599_flag=3_multi=31.6054_len=35271	0.025	0.975
M2068_k119_175970_flag=0_multi=76.0000_len=35593	0.1	0.9
M2084_k119_221846_flag=1_multi=57.9677_len=35390	0.892676211	0.107323789
C3015_k119_80221_flag=0_multi=5347.1048_len=55059	0.884747568	0.115252432
C3032_k119_68776_flag=3_multi=213.0000_len=32306	0.825	0.175
M2048_k119_219061_flag=1_multi=16.0000_len=8637	0.877199924	0.122800076
H4015_k119_111248_flag=0_multi=53.1259_len=31707	0.0125	0.9875
C3004_k119_108358_flag=1_multi=23.6994_len=140674_fragment_1	0.825189026	0.174810974
M2103_k119_81451_flag=0_multi=20.0000_len=31963	0.7125	0.2875
M2028_k119_106918_flag=1_multi=17.0000_len=16761	0.811878202	0.188121798
C3002_k119_13759_flag=1_multi=66.0000_len=162970	0.9875	0.0125
C3009_k119_28542_flag=0_multi=128.9577_len=118212_fragment_2	0.3625	0.6375
H4035_k119_68584_flag=0_multi=18.9871_len=34675	0	1
C3031_k119_37421_flag=0_multi=10.9833_len=12123	0	1
M2083_k119_5049_flag=0_multi=107.9546_len=34939_fragment_1	0	1
M2072_k119_123388_flag=0_multi=13.0000_len=2539	0.811878202	0.188121798
H4017_k119_54700_flag=0_multi=454.8780_len=45031	0.0125	0.9875
P6012_k119_883_flag=0_multi=36.9769_len=31275	0.929269297	0.070730703
M2041_k119_152124_flag=1_multi=108.0000_len=38919	0.967676211	0.032323789
M2068_k119_120046_flag=0_multi=125.7763_len=25308	0.025	0.975
M2034_k119_16175_flag=0_multi=84.6040_len=13590_fragment_1	0.060022026	0.939977974
H4020_k119_59744_flag=1_multi=131.0000_len=57380	0.2625	0.7375
H4043_k119_72550_flag=1_multi=113.0000_len=103776	0.7625	0.2375
C3021_k119_111941_flag=1_multi=29.3589_len=75717_fragment_1	0.075	0.925
E5009_k119_139164_flag=3_multi=42.0085_len=5054	0.811878202	0.188121798
M2097_k119_60458_flag=0_multi=111.9428_len=60887_fragment_1	0.825	0.175
C3023_k119_69294_flag=1_multi=109.9819_len=30192	0.025	0.975
E5004_k119_120505_flag=0_multi=522.6257_len=73846	0	1
M2084_k119_141853_flag=1_multi=15.0000_len=6134	0.811878202	0.188121798
M2027_k119_34854_flag=1_multi=39.0000_len=34004	0	1
H4001_k119_5335_flag=0_multi=142.9165_len=34150	0.985076148	0.014923852
C3007_k119_9577_flag=1_multi=14.0000_len=53973_fragment_1	0.9875	0.0125
M2061_k119_175555_flag=1_multi=95.0000_len=43815	0.975	0.025
P6009_k119_945_flag=0_multi=652.0000_len=34196	0.630066079	0.369933921
M2061_k119_161212_flag=1_multi=80.0000_len=105047_fragment_1	0.9875	0.0125
C3034_k119_49955_flag=0_multi=60.0000_len=58414_fragment_1	0	1
E5004_k119_37114_flag=1_multi=53.0000_len=59328_fragment_1	0.0875	0.9125
M2042_k119_255804_flag=1_multi=59.9928_len=57543	0	1
C3015_k119_21103_flag=1_multi=49.0000_len=16359	0.749762792	0.250237208
C3004_k119_146381_flag=1_multi=426.0000_len=14490	0.811878202	0.188121798
C3011_k119_166477_flag=1_multi=474.0000_len=87161	0.8375	0.1625
M2097_k119_73517_flag=0_multi=215.0000_len=97338	0.956676791	0.043323209
C3015_k119_48124_flag=0_multi=29.9732_len=21755	0.903248899	0.096751101
M2083_k119_133026_flag=0_multi=40.8054_len=48144	0.0625	0.9375
H4017_k119_88046_flag=0_multi=141.5066_len=38421	0.835544612	0.164455388
C3012_k119_84595_flag=1_multi=21.0000_len=6101	0.811878202	0.188121798
H4040_k119_55979_flag=1_multi=19.9582_len=64218	0.075	0.925
E5002_k119_8804_flag=0_multi=59.3085_len=37971	0.8875	0.1125
M2085_k119_18010_flag=0_multi=30.9876_len=48382_fragment_2	0	1
H4022_k119_3765_flag=0_multi=67.0000_len=39701_fragment_1	0.075	0.925
M2047_k119_89222_flag=0_multi=22.9790_len=21072	0.965088106	0.034911894
H4006_k119_78263_flag=0_multi=153.2409_len=145236_fragment_1	0.0125	0.9875
H4038_k119_10687_flag=1_multi=15.9923_len=21640	0.475	0.525
C3032_k119_66907_flag=0_multi=243.8209_len=68230_fragment_1	0.375	0.625
C3005_k119_29927_flag=0_multi=164.0932_len=25212	0.05	0.95
M2084_k119_75748_flag=0_multi=64.7219_len=61812_fragment_1	0	1
C3011_k119_5507_flag=1_multi=27.1069_len=66968_fragment_1	0.9375	0.0625
M2025_k119_11286_flag=0_multi=80.7482_len=39204	0.7375	0.2625
C3003_k119_100902_flag=1_multi=19.0000_len=4512	0.811878202	0.188121798
P6016_k119_101767_flag=0_multi=689.4961_len=221651_fragment_1	0.025	0.975
M2069_k119_110893_flag=0_multi=25.9929_len=29792	0.9875	0.0125
H4019_k119_168985_flag=1_multi=18.0000_len=28861	0.960022026	0.039977974
E5002_k119_65798_flag=1_multi=14.0000_len=62477_fragment_1	0.075	0.925
P6018_k119_110265_flag=0_multi=75.9595_len=37164	0.8875	0.1125
M2064_k119_100250_flag=1_multi=646.9384_len=110168	0.8625	0.1375
H4019_k119_294116_flag=3_multi=18.0006_len=31284	0.9875	0.0125
M2028_k119_13062_flag=1_multi=436.0000_len=86103	0	1
M2103_k119_172944_flag=1_multi=16.4632_len=45289	0	1
C3022_k119_11829_flag=1_multi=484.1195_len=738672_fragment_1	0.8375	0.1625
M2028_k119_55502_flag=1_multi=20.9856_len=27889	1	0
C3011_k119_175759_flag=0_multi=517.7889_len=51132_fragment_1	0.8375	0.1625
C3005_k119_220606_flag=3_multi=25.0004_len=56152	0.05	0.95
M2047_k119_240084_flag=0_multi=19.9932_len=55941	0.2	0.8
H4023_k119_200627_flag=0_multi=155.3701_len=27833_fragment_1	0.765088106	0.234911894
H4032_k119_140091_flag=3_multi=27.0043_len=6342	0.811878202	0.188121798
M2064_k119_8085_flag=1_multi=73.0000_len=52027_fragment_1	0.0375	0.9625
C3031_k119_55721_flag=0_multi=29.9839_len=36123	0.097522026	0.902477974
H4023_k119_238832_flag=1_multi=8.0000_len=3236	0.811878202	0.188121798
M2068_k119_174151_flag=1_multi=19.0000_len=30788	0.975	0.025
C3002_k119_32958_flag=1_multi=28.0000_len=59286	0.0625	0.9375
H4024_k119_57378_flag=0_multi=723.6256_len=85712_fragment_1	0.2875	0.7125
M2064_k119_72672_flag=1_multi=26.0000_len=36927	0.0375	0.9625
M2014_k119_111831_flag=0_multi=67.9485_len=26118	0	1
H4015_k119_160227_flag=0_multi=26.9332_len=26253	0.925	0.075
C3012_k119_11834_flag=0_multi=209.0172_len=40933	0.8625	0.1375
C3010_k119_70669_flag=1_multi=12.0000_len=25986	0.0375	0.9625
M2034_k119_108207_flag=1_multi=23.0000_len=31904	0.0375	0.9625
M2010_k119_60667_flag=0_multi=8.9932_len=23807	0.0125	0.9875
M2024_k119_12226_flag=0_multi=23.9946_len=85456_fragment_2	0.0125	0.9875
P6009_k119_22967_flag=0_multi=36.3920_len=45644_fragment_1	0.0375	0.9625
M2021_k119_11807_flag=1_multi=18.2968_len=5418	0	1
M2042_k119_175772_flag=1_multi=32.0000_len=6607	0.910792952	0.089207048
C3005_k119_63822_flag=1_multi=15.0000_len=20990	0.8125	0.1875
H4008_k119_235665_flag=0_multi=86.9185_len=25452	0.959008941	0.040991059
H4004_k119_58294_flag=0_multi=18.9892_len=33438	0.075	0.925
H4023_k119_143673_flag=0_multi=46.4214_len=70047_fragment_1	0.675	0.325
P6028_k119_67719_flag=0_multi=22.6678_len=21469	0	1
E5013_k119_179746_flag=0_multi=22.9489_len=55003	0	1
E5002_k119_19699_flag=0_multi=12.0000_len=131552_fragment_1	0	1
M2047_k119_28625_flag=1_multi=44.9884_len=76217_fragment_1	0	1
C3021_k119_135_flag=1_multi=67.0966_len=40133	0.8	0.2
M2048_k119_221731_flag=1_multi=48.0000_len=25315	0.0625	0.9375
H4022_k119_147549_flag=0_multi=310.1681_len=15024	0.811878202	0.188121798
P6018_k119_105008_flag=0_multi=225.9218_len=57644	0.05	0.95
P6016_k119_104106_flag=1_multi=66.0000_len=16850	0.931779094	0.068220906
P6014_k119_23712_flag=1_multi=10.0000_len=7414	0.944168962	0.055831038
H4020_k119_67648_flag=0_multi=21.4345_len=33073	0.858106718	0.141893282
C3004_k119_63643_flag=1_multi=53.0000_len=38541	0.85	0.15
C3017_k119_65155_flag=0_multi=70.9393_len=23189	0.707544053	0.292455947
P6028_k119_21073_flag=0_multi=12.9921_len=30644	0	1
P6038_k119_63573_flag=0_multi=41.8957_len=15836	0.997522026	0.002477974
E5008_k119_29450_flag=0_multi=26.1218_len=49700_fragment_1	0.0125	0.9875
H4008_k119_189761_flag=1_multi=14.9052_len=18869	0.775	0.225
H4004_k119_24137_flag=1_multi=100.0000_len=25674	0.811878202	0.188121798
C3023_k119_18776_flag=3_multi=891.0219_len=62266	0.925	0.075
C3030_k119_73555_flag=0_multi=43.1356_len=35852_fragment_1	0	1
E5013_k119_121390_flag=0_multi=12.3568_len=37160	0.0125	0.9875
C3006_k119_105383_flag=0_multi=112.1580_len=180351_fragment_1	0.8125	0.1875
C3013_k119_29156_flag=1_multi=31.0000_len=43541	0.05	0.95
M2010_k119_40658_flag=0_multi=28.7071_len=28150	0	1
H4040_k119_71927_flag=0_multi=79.1011_len=118134_fragment_1	0	1
H4008_k119_140406_flag=0_multi=95.4056_len=34723	0.025	0.975
C3016_k119_197110_flag=1_multi=13.0000_len=14140	0.025	0.975
C3004_k119_116129_flag=1_multi=20.0000_len=5754	0.811878202	0.188121798
M2034_k119_82431_flag=1_multi=18.0000_len=21635	0.902908313	0.097091687
M2068_k119_105211_flag=1_multi=58.9167_len=30899	0.05	0.95
H4018_k119_13684_flag=1_multi=16.0000_len=14626	0	1
C3022_k119_92947_flag=1_multi=74.0000_len=81756_fragment_2	0.437720264	0.562279736
H4009_k119_155906_flag=0_multi=436.4028_len=16652	0.811878202	0.188121798
E5001_k119_37235_flag=0_multi=69.9524_len=29119	0.95	0.05
M2061_k119_13409_flag=3_multi=22737.0000_len=100400	0.9625	0.0375
H4027_k119_1662_flag=1_multi=26.8886_len=32793	0.9125	0.0875
H4008_k119_29002_flag=0_multi=13.1368_len=40209	0.2375	0.7625
H4031_k119_77465_flag=1_multi=78.7584_len=26589	0	1
C3016_k119_174808_flag=0_multi=26.9838_len=32213	0.925	0.075
C3037_k119_91985_flag=0_multi=34.6048_len=171987_fragment_2	0.7875	0.2125
H4039_k119_120155_flag=1_multi=7.3373_len=3771	0.999505277	0.000494723
C3008_k119_135050_flag=1_multi=28.0000_len=43427	1	0
